STOP_ID,latitude,STOP_NAME,longitude,TICKETZONE,ROUTEUSSP,geometry,
17604,-37.851392,30-Prahran Station/High St (Windsor),144.989298,1,6,c(323101.527467281, 5808769.51158892)
17605,-37.851207,29-Perth St/High St (Windsor),144.987927,1,6,c(322980.464493312, 5808787.4354438)
17606,-37.850758,28-Punt Rd/High St (Windsor),144.984371,1,6,c(322666.496324797, 5808830.50941803)
1784,-37.734097,37-Gaffney St/Sydney Rd (Coburg),144.965321,1,19,c(320708.467926024, 5821739.52202906)
17848,-37.817063,1-Spencer St/Bourke St (Melbourne City),144.953514,1,"96,86",c(319869.471747194, 5812510.4495454)
17849,-37.816846,1-Spencer St/Bourke St (Melbourne City),144.953997,1,"96,86",c(319911.473035987, 5812535.45980344)
17850,-37.817717,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),144.964765,1,"57,59,19",c(320861.47666148, 5812459.51428907)
17851,-37.815428,2-Collins St/Elizabeth St (Melbourne City),144.963669,1,"57,59,19",c(320759.442746363, 5812711.41938181)
17852,-37.813447,3-Bourke Street Mall/Elizabeth St (Melbourne City),144.962758,1,"57,59,19",c(320674.469644792, 5812929.49395069)
17854,-37.810558,5-Melbourne Central Station/Elizabeth St (Melbourne City),144.961429,1,"57,59,19",c(320550.466493103, 5813247.52252087)
17856,-37.806561,7-Queen Victoria Market/Elizabeth St (Melbourne City),144.959574,1,"57,59,19",c(320377.464036204, 5813687.4875487)
17857,-37.805935,8-Peel St/Victoria St (Melbourne City),144.956218,1,57,c(320080.484295837, 5813750.49877666)
17858,-37.805688,9-William St/Victoria St (Melbourne City),144.953908,1,57,c(319876.496067167, 5813773.45132068)
17859,-37.805517,10-Chetwynd St/Victoria St (Melbourne City),144.952391,1,57,c(319742.54787623, 5813789.50112622)
17860,-37.805196,11-Errol St/Victoria St (Melbourne City),144.949446,1,57,c(319482.466086044, 5813819.43773167)
17861,-37.804959,11-Victoria St/Errol St (North Melbourne),144.949339,1,57,c(319472.475420525, 5813845.52679232)
17862,-37.805403,10-Chetwynd St/Victoria St (Melbourne City),144.95203,1,57,c(319710.48005913, 5813801.45782148)
17863,-37.805564,9-Howard St/Victoria St (Melbourne City),144.953502,1,57,c(319840.474023098, 5813786.43099399)
17864,-37.80581,8-Peel St/Victoria St (Melbourne City),144.955744,1,57,c(320038.438427943, 5813763.44743541)
17866,-37.801947,9-Pelham St/Elizabeth St (Melbourne City),144.957464,1,"59,19",c(320180.507296556, 5814195.4292691)
17867,-37.799901,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),144.957441,1,19,c(320173.515876414, 5814422.41807622)
17868,-37.79958,10-Royal Melbourne Hospital/Royal Pde (Parkville),144.957665,1,19,c(320192.484963084, 5814458.47312975)
17869,-37.802148,9-Pelham St/Elizabeth St (Melbourne City),144.957663,1,"59,19",c(320198.523319325, 5814173.50158661)
17871,-37.80689,7-Queen Victoria Market/Elizabeth St (Melbourne City),144.959849,1,"57,59,19",c(320402.476280609, 5813651.50407634)
17873,-37.811105,5-Melbourne Central Station/Elizabeth St (Melbourne City),144.961778,1,"57,59,19",c(320582.533374707, 5813187.49262792)
17875,-37.814039,3-Bourke Street Mall/Elizabeth St (Melbourne City),144.963128,1,"57,59,19",c(320708.481612422, 5812864.51022732)
17876,-37.815929,2-Collins St/Elizabeth St (Melbourne City),144.963996,1,"57,59,19",c(320789.461813976, 5812656.44995088)
17877,-37.817899,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),144.96484,1,"57,59,19",c(320868.508190459, 5812439.46428547)
17878,-37.805758,11-Melbourne Museum/Nicholson St (Fitzroy),144.973601,1,"96,86",c(321610.490664096, 5813803.46864168)
17880,-37.809676,10-Albert St/Nicholson St (Fitzroy),144.972949,1,"86,96,35",c(321562.523788125, 5813367.46262597)
17882,-37.811544,9-Spring St/Bourke St (Melbourne City),144.972579,1,"96,86",c(321534.441611173, 5813159.46687831)
17885,-37.815706,3-William St/Bourke St (Melbourne City),144.957914,1,"96,86",c(320253.5014493, 5812669.50987523)
17886,-37.815122,4-Queen St/Bourke St (Melbourne City),144.960054,1,"96,86",c(320440.489829508, 5812738.43191429)
17887,-37.814031,5-Elizabeth St/Bourke St (Melbourne City),144.963685,1,"96,86",c(320757.489424134, 5812866.46795765)
17888,-37.813266,6-Swanston St/Bourke St (Melbourne City),144.966376,1,"96,86",c(320992.536683236, 5812956.51765965)
17889,-37.812468,7-Russell St/Bourke St (Melbourne City),144.969169,1,"96,86",c(321236.477524654, 5813050.42059764)
1789,-37.864385,50-Anderson St/Wattletree Rd (Malvern East),145.043712,1,5,c(327919.493514194, 5807429.47667682)
17891,-37.811523,9-Spring St/Bourke St (Melbourne City),144.97241,1,"96,86",c(321519.52702484, 5813161.48122776)
17892,-37.809423,10-Albert St/Nicholson St (East Melbourne),144.972899,1,"86,96,35",c(321557.509240872, 5813395.4402997)
17894,-37.805676,11-Melbourne Museum/Nicholson St (Fitzroy),144.973546,1,"96,86",c(321605.443964755, 5813812.46155251)
17895,-37.80828,12-St Vincents Plaza/Victoria Pde (East Melbourne),144.976133,1,"11,12,30,109",c(321839.496814857, 5813528.44741285)
17896,-37.80939,11-Albert St/Gisborne St (East Melbourne),144.975728,1,"11,12,109",c(321806.509730781, 5813404.50620319)
17897,-37.812379,10-Parliament Railway Station/Macarthur St (East Melbourne),144.974488,1,"11,12,109",c(321704.516680884, 5813070.46381993)
17898,-37.813557,8-Spring St/Collins St (Melbourne City),144.973285,1,"11,12,48,109",c(321601.437109987, 5812937.44766243)
17901,-37.815674,6-Melbourne Town Hall/Collins St (Melbourne City),144.965957,1,"11,12,48,109",c(320961.466043788, 5812688.50369594)
17902,-37.816423,5-Elizabeth St/Collins St (Melbourne City),144.963404,1,"11,12,48,109",c(320738.525306097, 5812600.49508999)
17903,-37.817607,3-William St/Collins St (Melbourne City),144.959429,1,"11,12,48,109",c(320391.497429182, 5812461.48024956)
17905,-37.818847,1-Spencer St/Collins St (Melbourne City),144.955055,1,"11,12,48,109",c(320009.47293104, 5812315.45908466)
17906,-37.818741,1-Spencer St/Collins St (Melbourne City),144.955183,1,"11,12,48,109",c(320020.465244611, 5812327.47003233)
17908,-37.817372,3-William St/Collins St (Melbourne City),144.959913,1,"11,12,48,109",c(320433.519652039, 5812488.4865736)
17910,-37.816206,5-Elizabeth St/Collins St (Melbourne City),144.963864,1,"11,12,48,109",c(320778.50126308, 5812625.45658687)
17911,-37.815518,6-Melbourne Town Hall/Collins St (Melbourne City),144.96628,1,"11,12,48,109",c(320989.515773452, 5812706.44002107)
17914,-37.813416,8-Spring St/Collins St (Melbourne City),144.973482,1,"11,12,48,109",c(321618.464922554, 5812953.46397618)
17915,-37.81217,10-Parliament Railway Station/Macarthur St (East Melbourne),144.974368,1,"11,12,109",c(321693.460301523, 5813093.42464404)
17917,-37.768887,46-Rosamond Rd/Raleigh Rd (Maribyrnong),144.886729,1,"82,57",c(313869.530504709, 5817725.49353624)
17918,-37.769637,48-Raleigh Rd/Wests Rd (Maribyrnong),144.882813,1,82,c(313526.45846588, 5817634.46824383)
17919,-37.773104,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),144.882181,1,82,c(313479.519497097, 5817248.47802024)
17920,-37.775212,50-Wests Rd/Williamson Rd (Maribyrnong),144.882143,1,82,c(313481.456769939, 5817014.48585837)
17921,-37.77604,51-Williamson Rd/Rosamond Rd (Maidstone),144.885571,1,82,c(313785.465413569, 5816929.43937121)
17922,-37.779332,52-Rosamond Rd/River St (Maribyrnong),144.88575,1,82,c(313809.517753529, 5816564.49121775)
17923,-37.779594,53-Maribyrnong College/River St (Maribyrnong),144.887786,1,82,c(313989.477804517, 5816539.47222976)
17924,-37.780002,54-Gordon St/River St (Maribyrnong),144.890931,1,82,c(314267.4903357, 5816500.45493863)
17925,-37.782241,55-Lyric St/Gordon St (Maribyrnong),144.891151,1,82,c(314292.4683614, 5816252.4349434)
17926,-37.784898,56-Edgewater Square/Gordon St (Maribyrnong),144.890599,1,82,c(314250.517437116, 5815956.5013945)
17927,-37.788644,57-Titch St/Gordon St (Footscray),144.889924,1,82,c(314200.455280095, 5815539.47958292)
17928,-37.790476,58-Ballarat Rd/Gordon St (Footscray),144.889554,1,82,c(314172.454943729, 5815335.44770825)
17929,-37.792584,59-Droop St/Ballarat Rd (Footscray),144.893571,1,82,c(314531.490475164, 5815109.51225443)
17930,-37.79489,60-Tiernan St/Droop St (Footscray),144.895516,1,82,c(314708.50218267, 5814857.48259433)
17931,-37.796793,61-Geelong Rd/Droop St (Footscray),144.897131,1,82,c(314855.49261687, 5814649.50871907)
17932,-37.799841,62-Nicholson St/Hopkins St (Footscray),144.899736,1,82,c(315092.470540323, 5814316.44638712)
17933,-37.800081,63-Footscray Market/Leeds St (Footscray),144.901058,1,82,c(315209.463951794, 5814292.42631467)
17934,-37.801367,64-Footscray Station/Leeds St (Footscray),144.90092,1,82,c(315200.529604295, 5814149.44895739)
17935,-37.770432,40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),144.905121,1,"82,57",c(315493.475095283, 5817590.50275876)
17936,-37.770862,39-Bowen St/Maribyrnong Rd (Moonee Ponds),144.909003,1,"82,57",c(315836.477484414, 5817550.44873057)
17937,-37.771236,38-Hotham St/Maribyrnong Rd (Moonee Ponds),144.91233,1,"82,57",c(316130.471829452, 5817515.4915574)
17938,-37.771644,37-Union Rd/Maribyrnong Rd (Moonee Ponds),144.915997,1,"82,57",c(316454.481330432, 5817477.42615597)
17939,-37.771891,36-86 Maribyrnong Rd (Moonee Ponds),144.918295,1,82,c(316657.496940657, 5817454.52079604)
17940,-37.772212,35-Moore St/Maribyrnong Rd (Moonee Ponds),144.921135,1,82,c(316908.44855186, 5817424.47310478)
17941,-37.772474,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),144.923705,1,82,c(317135.470775294, 5817400.42121005)
17942,-37.770051,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),144.924284,1,82,c(317180.522496785, 5817670.43266767)
17944,-37.768856,49-Central Park Ave/Cordite Ave (Maribyrnong),144.877977,1,57,c(313098.516835679, 5817711.46923006)
17945,-37.773571,36-St Leonards Rd/Union Rd (Ascot Vale),144.915943,1,57,c(316454.490915141, 5817263.48926241)
17946,-37.775889,35-Bloomfield Rd/Union Rd (Ascot Vale),144.91556,1,57,c(316426.486887751, 5817005.51282006)
17947,-37.778533,34-Burrowes St/Union Rd (Ascot Vale),144.915225,1,57,c(316403.540659173, 5816711.45804676)
17948,-37.780355,33-Melbourne Showgrounds/Union Rd (Ascot Vale),144.914787,1,57,c(316369.462545271, 5816508.42109353)
17949,-37.782587,32-Sandown Rd/Epsom Rd (Ascot Vale),144.916712,1,57,c(316544.516129559, 5816264.52402388)
17950,-37.784018,31-Racing Victoria/161 Epsom Rd (Ascot Vale),144.918125,1,57,c(316672.496463685, 5816108.50363038)
17951,-37.786043,30-Flemington Racecourse/Epsom Rd (Ascot Vale),144.919987,1,57,c(316841.474325191, 5815887.44721023)
17952,-37.787349,29-Flemington Racecourse/Racecourse Rd (Flemington),144.922006,1,57,c(317022.524062778, 5815746.48135969)
17953,-37.787626,28-Smithfield Rd/Racecourse Rd (Flemington),144.92495,1,57,c(317282.476922269, 5815721.50132225)
17954,-37.787971,26-Newmarket Plaza/Racecourse Rd (Flemington),144.928154,1,57,c(317565.484491205, 5815689.48037628)
17955,-37.788241,25-Wellington St/Racecourse Rd (Flemington),144.931235,1,57,c(317837.462706442, 5815665.52895624)
17956,-37.788443,24-Victoria St/Racecourse Rd (Flemington),144.93349,1,57,c(318036.545762521, 5815647.50117809)
17957,-37.788768,23-Stubbs St/Racecourse Rd (Flemington),144.936581,1,57,c(318309.542386423, 5815617.45196966)
17958,-37.789131,22-Boundary Rd/Racecourse Rd (North Melbourne),144.939852,1,57,c(318598.480396482, 5815583.52879631)
17959,-37.790394,20-Melrose St/Flemington Rd (North Melbourne),144.943485,1,"59,57",c(318921.505559862, 5815450.41791338)
17961,-37.794106,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),144.947096,1,57,c(319248.523168609, 5815045.50674448)
18006,-37.809695,11-Albert St/Gisborne St (East Melbourne),144.975606,1,"11,12,109",c(321796.499008888, 5813370.42770796)
18009,-37.808019,10-Nicholson St/Victoria Pde (East Melbourne),144.973562,1,30,c(321612.509459377, 5813552.50287098)
18010,-37.807614,9-La Trobe St/Victoria St (Melbourne City),144.970972,1,"35,30",c(321383.493545438, 5813592.49472407)
19718,-37.818618,18-Church St/Bridge Rd (Richmond),144.999423,1,"75,48",c(323914.478730373, 5812425.44450668)
18011,-37.808103,8-Exhibition St/La Trobe St (Melbourne City),144.969027,1,"35,30",c(321213.460005344, 5813534.51560954)
18030,-37.80955,6-Swanston St/La Trobe St (Melbourne City),144.964081,1,"35,30",c(320781.512751132, 5813364.4679739)
18031,-37.810291,5-Elizabeth St/La Trobe St (Melbourne City),144.961596,1,"35,30",c(320564.525579196, 5813277.47468792)
18032,-37.811005,4-Queen St/La Trobe St (Melbourne City),144.959122,1,"35,30",c(320348.459863773, 5813193.48306703)
18033,-37.811711,3-William St/La Trobe St (Melbourne City),144.956718,1,"35,30",c(320138.526923081, 5813110.51891314)
18035,-37.813112,1-Spencer St/La Trobe St (Melbourne City),144.95176,1,"35,30",c(319705.462215812, 5812945.49340553)
18037,-37.813781,D10-New Quay Prom/Docklands Dr (Docklands),144.940508,1,"70,86,35",c(318716.529378752, 5812849.48099707)
18038,-37.814345,D11-Waterfront City/Docklands Dr (Docklands),144.938754,1,"70,86,35",c(318563.507711933, 5812783.48695824)
18039,-37.813312,D10-NewQuay Prom/Docklands Dr (Docklands),144.941509,1,"70,86,35",c(318803.517636386, 5812903.46581903)
18040,-37.814578,D1-Stadium Precinct/La Trobe St (Docklands),144.946404,1,"35,86,30",c(319237.52253573, 5812772.4634274)
18041,-37.813211,119-Spencer St/La Trobe St (Melbourne City),144.951201,1,"35,86,30",c(319656.485106637, 5812933.42841933)
18042,-37.81248,2-King St/La Trobe St (Melbourne City),144.953732,1,"35,30",c(319877.536116291, 5813019.42667651)
18043,-37.811791,3-William St/La Trobe St (Melbourne City),144.956136,1,"35,30",c(320087.473930087, 5813100.51943745)
18044,-37.811061,4-Queen St/La Trobe St (Melbourne City),144.958712,1,"35,30",c(320312.497194068, 5813186.48247909)
18045,-37.810355,5-Elizabeth St/La Trobe St (Melbourne City),144.961117,1,"35,30",c(320522.496919491, 5813269.44343536)
18046,-37.809647,6-Swanston St/La Trobe St (Melbourne City),144.963465,1,"35,30",c(320727.519618784, 5813352.52009979)
18047,-37.808909,7-Russell St/La Trobe St (Melbourne City),144.966098,1,"35,30",c(320957.543411075, 5813439.46293681)
18048,-37.808185,8-Exhibition St/La Trobe St (Melbourne City),144.968537,1,"35,30",c(321170.52205554, 5813524.47968797)
18049,-37.807656,9-Victoria St/La Trobe St (Melbourne City),144.970266,1,"35,30",c(321321.44216725, 5813586.48079154)
18050,-37.807836,10-Nicholson St/Victoria Pde (Carlton),144.97284,1,"35,30",c(321548.49032834, 5813571.42703341)
18051,-37.808231,12-St Vincents Plaza/Victoria Pde (Fitzroy),144.976452,1,"11,12,30,109",c(321867.460094326, 5813534.48855506)
18052,-37.814705,D2-Central Pier/Harbour Esp (Docklands),144.944901,1,"35,70,75,86,30",c(319105.520610012, 5812755.46194949)
18053,-37.817819,D3-Stadium Precinct/Harbour Esp (Docklands),144.946246,1,"70,75,35",c(319231.517153567, 5812412.51636405)
18054,-37.821466,D4-Docklands Park/Harbour Esp (Docklands),144.94761,1,"70,75,35",c(319360.483543756, 5812010.46303033)
18055,-37.821835,D5-South Wharf/Wurundjeri Way (Docklands),144.951213,1,"70,75,35",c(319678.521139733, 5811976.47935302)
18056,-37.821471,D6-Flinders Street West/Flinders St (Docklands),144.953608,1,"70,75,35",c(319888.459753651, 5812021.48870244)
18057,-37.79496,18-Chapman St/Abbotsford St (North Melbourne),144.946947,1,57,c(319237.481023805, 5814950.45228727)
18058,-37.796307,17-Molesworth St/Abbotsford St (North Melbourne),144.946694,1,57,c(319218.511745306, 5814800.48868563)
18059,-37.798284,16-Haines St/Abbotsford St (North Melbourne),144.946344,1,57,c(319192.489078143, 5814580.43750316)
18060,-37.800997,15-Arden St/Abbotsford St (North Melbourne),144.945849,1,57,c(319155.521349261, 5814278.42266721)
18061,-37.80239,14-Queensberry St/Abbotsford St (North Melbourne),144.945628,1,57,c(319139.457550414, 5814123.41661266)
18063,-37.79138,23-Royal Park/Royal Park (Parkville),144.949397,1,58,c(319444.514694305, 5815352.44985423)
18064,-37.788016,24-Elliott Ave/Royal Park (Parkville),144.949751,1,58,c(319467.489009331, 5815726.42525882)
18065,-37.784539,25-State Netball Hockey Centre/Royal Park (Parkville),144.948848,1,58,c(319379.511753489, 5816110.50597095)
18066,-37.782617,26-Melbourne Zoo/Royal Park (Parkville),144.949219,1,58,c(319407.488130222, 5816324.49338979)
18067,-37.780753,27-Royal Park Station/Royal Park (Parkville),144.95136,1,58,c(319591.537091094, 5816535.47762922)
18068,-37.777241,28-Park St/Royal Park (Parkville),144.949969,1,58,c(319460.47923996, 5816922.50161577)
18069,-37.775538,29-Brunswick Rd/Grantham St (Brunswick West),144.948915,1,58,c(319363.493533613, 5817109.43784353)
18071,-37.772367,30-Union Square Shopping Centre/Grantham St (Brunswick West),144.949525,1,58,c(319409.490199983, 5817462.4850673)
18072,-37.770051,31-Grantham St/Dawson St (Brunswick West),144.949532,1,58,c(319404.48818478, 5817719.5021707)
18073,-37.769789,32-Foden St/Dawson St (Brunswick),144.947382,1,58,c(319214.473907814, 5817744.419115)
18074,-37.769399,33-South Daly St/Dawson St (Brunswick West),144.944169,1,58,c(318930.503704483, 5817781.47483752)
18075,-37.767311,34-Smith St/Melville Rd (Brunswick),144.943319,1,58,c(318850.537540422, 5818011.52492676)
18076,-37.764708,35-Victoria St/Melville Rd (Brunswick West),144.94389,1,58,c(318894.480960602, 5818301.47247952)
18077,-37.76204,36-Hope St/Melville Rd (Brunswick West),144.944384,1,58,c(318931.482704392, 5818598.49092568)
18078,-37.758563,37-Albion St/Melville Rd (Brunswick West),144.944991,1,58,c(318976.473995365, 5818985.49007029)
18079,-37.756623,38-Jacobs Reserve/Melville Rd (Brunswick West),144.945385,1,58,c(319006.441160254, 5819201.52994484)
18080,-37.7548,39-Mattingley Cres/Melville Rd (Brunswick West),144.945708,1,58,c(319030.479252173, 5819404.44010087)
18081,-37.753163,40-Moreland Rd/Melville Rd (Brunswick West),144.945901,1,58,c(319043.490929585, 5819586.46498601)
18082,-37.749317,41-Woodlands Ave/Melville Rd (Pascoe Vale South),144.946552,1,58,c(319091.469317689, 5820014.49361221)
18083,-37.746399,42-Reynard St/Melville Rd (Pascoe Vale South),144.944556,1,58,c(318908.502868685, 5820334.43633256)
18084,-37.743928,43-Princes Tce/Melville Rd (Pascoe Vale South),144.944999,1,58,c(318941.497252843, 5820609.48318894)
18085,-37.741592,44-Brearley Pde/Melville Rd (Pascoe Vale South),144.945404,1,58,c(318971.49239412, 5820869.48626201)
18086,-37.740117,45-Bell St/Melville Rd (Pascoe Vale South),144.945592,1,58,c(318984.458249516, 5821033.52469884)
18087,-37.819063,3-Market St/Flinders St (Melbourne City),144.961797,1,"70,75,35",c(320603.449868201, 5812304.46190665)
18089,-37.818238,4-Elizabeth St/Flinders St (Melbourne City),144.964626,1,"70,75,35",c(320850.503790054, 5812401.44323776)
18090,-37.81756,5-Swanston St/Flinders St (Melbourne City),144.967132,1,"70,75,35",c(321069.459562572, 5812481.47890874)
18091,-37.816564,6-Russell St/Flinders St (Melbourne City),144.9705,1,"70,75,35",c(321363.519052629, 5812598.45116968)
18092,-37.815319,8-Spring St/Flinders St (Melbourne City),144.974612,1,"75,35",c(321722.524159004, 5812744.45772149)
18093,-37.815453,9-Lansdowne St/Wellington Pde (East Melbourne),144.977164,1,"75,48",c(321947.472095089, 5812734.45453941)
18094,-37.81575,10-Jolimont Rd/Wellington Pde (East Melbourne),144.979791,1,"75,48",c(322179.46540363, 5812706.50283165)
18095,-37.816341,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),144.984819,1,"75,48",c(322623.475144043, 5812650.47879055)
18097,-37.81654,13-Simpson St/Wellington Pde (East Melbourne),144.986983,1,"75,48",c(322814.443281629, 5812632.50507347)
18098,-37.817388,14-Punt Rd/Wellington Pde (Melbourne City),144.989675,1,"75,48",c(323053.450182816, 5812543.51198621)
18099,-37.817533,14-Punt Rd/Bridge Rd (Richmond),144.990217,1,"75,48",c(323101.521728938, 5812528.45007059)
18100,-37.816603,13-Simpson St/Wellington Pde (East Melbourne),144.98697,1,"75,48",c(322813.453088599, 5812625.48964528)
18102,-37.816246,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),144.983992,1,"75,48",c(322550.454172074, 5812659.45425799)
18103,-37.815769,10-Jolimont Rd/Wellington Pde (East Melbourne),144.979325,1,"75,48",c(322138.471387259, 5812703.50791802)
18104,-37.815471,9-Lansdowne St/Wellington Pde (Melbourne City),144.976664,1,"75,48",c(321903.528320439, 5812731.5044896)
18105,-37.815537,8-Spring St/Flinders St (Melbourne City),144.974174,1,"75,35",c(321684.480773882, 5812719.43302193)
18108,-37.819587,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),144.97913,1,70,c(322130.493213621, 5812279.47137)
18116,-37.822384,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),144.98353,1,70,c(322524.500225554, 5811977.46818886)
18118,-37.824135,7D-Olympic Boulevard (Melbourne City),144.986857,1,70,c(322821.517775252, 5811789.47956569)
18155,-37.823827,7D-Olympic Boulevard (Melbourne City),144.986751,1,70,c(322811.464759975, 5811823.46400566)
18161,-37.822137,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),144.982798,1,70,c(322459.454851936, 5812003.48051217)
18172,-37.819349,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),144.978421,1,70,c(322067.493959037, 5812304.52589871)
18174,-37.816657,6-Russell St/Flinders St (Melbourne City),144.970168,1,"70,75,35",c(321334.524797968, 5812587.48977931)
18175,-37.817756,5-Swanston St/Flinders St (Melbourne City),144.966491,1,"70,75,35",c(321013.493002925, 5812458.49878627)
18176,-37.818412,4-Elizabeth St/Flinders St (Melbourne City),144.96428,1,"70,75,35",c(320820.470658035, 5812381.46478092)
18178,-37.819306,3-Market St/Flinders St (Melbourne City),144.961279,1,"70,75,35",c(320558.437023441, 5812276.5018795)
18179,-37.821726,D6-Victoria Police Centre/Flinders St (Southbank),144.953215,1,"70,75,35",c(319854.475792719, 5811992.43732451)
18180,-37.822001,D5-South Wharf/Wurundjeri Way (Docklands),144.950913,1,"70,75,35",c(319652.528883379, 5811957.47428222)
18181,-37.821725,D4-Docklands Park/Harbour Esp (Docklands),144.947501,1,"70,75,35",c(319351.513552492, 5811981.5094809)
18182,-37.817463,D3-Stadium Precinct/Harbour Esp (Docklands),144.94596,1,"70,75,35",c(319205.486412025, 5812451.47158504)
18183,-37.814249,D2-CentralPier/Harbour Esp (Docklands),144.944584,1,"35,70,75,86,30",c(319076.48704159, 5812805.45168102)
18184,-37.825688,125-Clarendon St/Whiteman St (Southbank),144.956684,1,"12,96,109",c(320169.476827283, 5811559.47737295)
18185,-37.823289,124A-Casino/MCEC/Clarendon St (Southbank),144.956057,1,"12,96,109",c(320108.452431974, 5811824.4723936)
18186,-37.821554,124-Batman Park/Spencer St (Melbourne City),144.955265,1,"12,96,109",c(320034.524133971, 5812015.47535438)
18187,-37.818767,122-Southern Cross Railway Station/Spencer St (Melbourne City),144.954092,1,96,c(319924.508331049, 5812322.48112558)
18189,-37.815313,120-Lonsdale St/Spencer St (Melbourne City),144.952381,1,86,c(319765.484606481, 5812702.46057876)
18190,-37.813405,119-La Trobe St/Spencer St (Melbourne City),144.951502,1,86,c(319683.451698177, 5812912.48754874)
18192,-37.81496,120-Lonsdale St/Spencer St (Melbourne City),144.952311,1,86,c(319758.446175367, 5812741.49400953)
18194,-37.818319,122-Southern Cross Railway Station/Spencer St (Melbourne City),144.953718,1,96,c(319890.493474366, 5812371.47500682)
18196,-37.821773,124-Batman Park/Spencer St (Melbourne City),144.955406,1,"12,96,109",c(320047.477980562, 5811991.44898436)
18197,-37.823591,124A-Casino/MCEC/Clarendon St (Southbank),144.95631,1,"12,96,109",c(320131.462178568, 5811791.45358206)
18199,-37.815874,5-Bourke St/William St (Melbourne City),144.95825,1,58,c(320283.508489049, 5812651.51125625)
20549,-37.84184,64-Power St/Glenferrie Rd (Kooyong),145.031967,1,16,c(326833.514365148, 5809909.4695012)
20550,-37.840041,65-Warra St/Glenferrie Rd (Toorak),145.03214,1,16,c(326844.54452872, 5810109.41861595)
20551,-37.839333,65-Kooyong Railway Station/Glenferrie Rd (Kooyong),145.032431,1,16,c(326868.48645247, 5810188.52494754)
20552,-37.838494,66-Kooyong Tennis Centre/Glenferrie Rd (Toorak),145.032351,1,16,c(326859.491423329, 5810281.47446621)
20553,-37.838336,66-Vision Australia/Glenferrie Rd (Kooyong),145.032617,1,16,c(326882.534290833, 5810299.49481879)
20554,-37.835557,67-Gardiner Rd/Glenferrie Rd (Hawthorn),145.03294,1,16,c(326904.455664341, 5810608.46848452)
20555,-37.835451,67-Gardiner Rd/Glenferrie Rd (Hawthorn),145.033091,1,16,c(326917.482684453, 5810620.51267555)
20556,-37.833427,68-Callantina Rd/Glenferrie Rd (Hawthorn),145.033304,1,16,c(326931.508251139, 5810845.50260918)
18201,-37.811996,7-Flagstaff Railway Station/William St (Melbourne City),144.956517,1,58,c(320121.534209646, 5813078.50338583)
18202,-37.809743,8-Franklin St/William St (Melbourne City),144.955454,1,58,c(320022.474397985, 5813326.45918544)
18203,-37.805391,10-Victoria St/Peel St (West Melbourne),144.956029,1,58,c(320062.52382482, 5813810.49589134)
18204,-37.805698,10-Victoria St/Peel St (West Melbourne),144.956077,1,58,c(320067.48453222, 5813776.52262228)
18205,-37.807442,9-Queen Victoria Market/Peel St (North Melbourne),144.955779,1,58,c(320045.506817471, 5813582.42197767)
18206,-37.807216,9-Queen Victoria Market/39 Peel St (North Melbourne),144.955751,1,58,c(320042.48594446, 5813607.44512654)
18207,-37.809428,8-Franklin St/Peel St (Melbourne City),144.955474,1,58,c(320023.452596597, 5813361.45168706)
18208,-37.812461,7-Flagstaff Railway Station/William St (Melbourne City),144.956799,1,58,c(320147.478207986, 5813027.44355928)
18210,-37.81544,5-Bourke St/William St (Melbourne City),144.95816,1,58,c(320274.533091966, 5812699.49521094)
18211,-37.817457,4-Collins St/William St (Melbourne City),144.959092,1,58,c(320361.440102883, 5812477.46977771)
18214,-37.819513,1-Flinders St/Queens Bridge St (Melbourne City),144.96124,1,58,c(320555.515920762, 5812253.45715804)
18215,-37.822117,115-Casino/Southbank/Queens Bridge St (Southbank),144.961225,1,58,c(320560.492194097, 5811964.47521399)
18217,-37.82961,117-York St/Kings Way (South Melbourne),144.964075,1,58,c(320829.494426067, 5811138.47269493)
18218,-37.830536,118-Sturt St/Kings Way (Southbank),144.965004,1,58,c(320913.512961425, 5811037.49929423)
18219,-37.8328,119-Wells St/Park St (South Melbourne),144.969816,1,58,c(321342.471883738, 5810795.49546675)
18221,-37.83289,119-Wells St/Park St (South Melbourne),144.969802,1,58,c(321341.453372956, 5810785.48163129)
18222,-37.831074,118-Sturt St/Kings Way (Southbank),144.965375,1,58,c(320947.449058098, 5810978.5083219)
18223,-37.829571,117-York St/Kings Way (South Melbourne),144.963906,1,58,c(320814.539838974, 5811142.47305282)
18224,-37.830091,20-Kings Way/Sturt St (Southbank),144.965334,1,1,c(320941.459952749, 5811087.51732174)
